0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,0.000178,
0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,0.000356,
0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,0.000533,
0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,0.000711,
0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,0.000889,
0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,0.001067,
0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,0.001244,
0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,0.001422,
0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,0.001600,
0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,0.001778,
0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,0.001956,
0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,0.002133,
0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,0.002311,
0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,0.002489,
0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,0.002667,
0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,0.002844,
0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,0.003022,
