0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 0.000015, 
0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 0.000029, 
0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 0.000044, 
0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 0.000059, 
0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 0.000073, 
0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 0.000088, 
0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 0.000103, 
0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 0.000117, 
0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 0.000132, 
0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 0.000147, 
0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 0.000161, 
0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 0.000176, 
0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 0.000191, 
0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 0.000205, 
0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 0.000220, 
0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 0.000235, 
0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 0.000249, 
0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 0.000264, 
0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 0.000279, 
0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 0.000293, 
0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 0.000308, 
0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 0.000323, 
0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 0.000337, 
0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 0.000352, 
0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 0.000367, 
0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 0.000381, 
0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 0.000396, 
0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 0.000411, 
0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 0.000425, 
0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 0.000440, 
0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 0.000455, 
0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 0.000469, 
0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 0.000484, 
0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 0.000499, 
0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 0.000513, 
0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 0.000528, 
0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 0.000543, 
0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 0.000557, 
0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 0.000572, 
0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 0.000587, 
0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 0.000601, 
0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 0.000616, 
0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 0.000631, 
0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 0.000645, 
