0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 0.000004, 
0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 0.000009, 
0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 0.000013, 
0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 0.000017, 
0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 0.000022, 
0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 0.000026, 
0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 0.000030, 
0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 0.000034, 
0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 0.000039, 
0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 0.000043, 
0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 0.000047, 
0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 0.000052, 
0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 0.000056, 
0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 0.000060, 
0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 0.000065, 
